company_id,type,rule_id,text,confidence_pct
PNB,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
PNB,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
POWERGRID,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
POWERGRID,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
POWERGRID,pro,P6,Positive earnings per share indicate profitable operations.,75
POWERGRID,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
POWERGRID,pro,P10,A positive asset base provides capacity to support future business growth.,70
POWERGRID,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
POWERGRID,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
POWERGRID,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
RECLTD,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
RECLTD,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
RECLTD,pro,P6,Positive earnings per share indicate profitable operations.,75
RECLTD,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
RECLTD,pro,P10,A positive asset base provides capacity to support future business growth.,70
RECLTD,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
RECLTD,con,C1,Debt-to-equity ratio of 6.58 is elevated and warrants monitoring.,90
RECLTD,con,C2,Negative free cash flow raises concern about cash generation quality.,85
RECLTD,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
RECLTD,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
RELIANCE,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
RELIANCE,pro,P6,Positive earnings per share indicate profitable operations.,75
RELIANCE,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
RELIANCE,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
RELIANCE,pro,P10,A positive asset base provides capacity to support future business growth.,70
RELIANCE,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
RELIANCE,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
RELIANCE,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
RELIANCE,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
SBILIFE,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SBILIFE,pro,P6,Positive earnings per share indicate profitable operations.,75
SBILIFE,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SBILIFE,pro,P10,A positive asset base provides capacity to support future business growth.,70
SBILIFE,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SBILIFE,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
SBILIFE,con,C2,Negative free cash flow raises concern about cash generation quality.,85
SBILIFE,con,C6,Low operating margin indicates weak profitability.,78
SBILIFE,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
SBIN,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
SBIN,pro,P6,Positive earnings per share indicate profitable operations.,75
SBIN,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SBIN,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SBIN,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SBIN,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
SBIN,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
SBIN,con,C6,Low operating margin indicates weak profitability.,78
SBIN,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
SHREECEM,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
SHREECEM,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SHREECEM,pro,P6,Positive earnings per share indicate profitable operations.,75
SHREECEM,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SHREECEM,pro,P10,A positive asset base provides capacity to support future business growth.,70
SHREECEM,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SHREECEM,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
SHRIRAMFIN,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
SHRIRAMFIN,pro,P6,Positive earnings per share indicate profitable operations.,75
SHRIRAMFIN,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SHRIRAMFIN,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SHRIRAMFIN,pro,P10,A positive asset base provides capacity to support future business growth.,70
SHRIRAMFIN,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SHRIRAMFIN,con,C1,Debt-to-equity ratio of 3.97 is elevated and warrants monitoring.,90
SHRIRAMFIN,con,C2,Negative free cash flow raises concern about cash generation quality.,85
SHRIRAMFIN,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
SHRIRAMFIN,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
SHRIRAMFIN,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
SHRIRAMFIN,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
SIEMENS,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
SIEMENS,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SIEMENS,pro,P6,Positive earnings per share indicate profitable operations.,75
SIEMENS,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SIEMENS,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SIEMENS,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SIEMENS,pro,P10,A positive asset base provides capacity to support future business growth.,70
SIEMENS,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SIEMENS,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
SUNPHARMA,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
SUNPHARMA,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
SUNPHARMA,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SUNPHARMA,pro,P6,Positive earnings per share indicate profitable operations.,75
SUNPHARMA,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SUNPHARMA,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
SUNPHARMA,pro,P10,A positive asset base provides capacity to support future business growth.,70
SUNPHARMA,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
SUNPHARMA,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TATACONSUM,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TATACONSUM,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TATACONSUM,pro,P6,Positive earnings per share indicate profitable operations.,75
TATACONSUM,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TATACONSUM,pro,P10,A positive asset base provides capacity to support future business growth.,70
TATACONSUM,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TATACONSUM,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TATACONSUM,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
TATAMOTORS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TATAMOTORS,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TATAMOTORS,pro,P6,Positive earnings per share indicate profitable operations.,75
TATAMOTORS,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATAMOTORS,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TATAMOTORS,pro,P10,A positive asset base provides capacity to support future business growth.,70
TATAMOTORS,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TATAMOTORS,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TATAPOWER,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TATAPOWER,pro,P6,Positive earnings per share indicate profitable operations.,75
TATAPOWER,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATAPOWER,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TATAPOWER,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TATAPOWER,pro,P10,A positive asset base provides capacity to support future business growth.,70
TATAPOWER,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TATAPOWER,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TATAPOWER,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
TATASTEEL,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TATASTEEL,pro,P10,A positive asset base provides capacity to support future business growth.,70
TATASTEEL,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year.,95
TATASTEEL,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
TATASTEEL,con,C7,Negative earnings per share indicate losses.,95
TATASTEEL,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
TATASTEEL,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
TCS,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TCS,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
TCS,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TCS,pro,P6,Positive earnings per share indicate profitable operations.,75
TCS,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TCS,pro,P10,A positive asset base provides capacity to support future business growth.,70
TCS,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TCS,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TCS,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
TECHM,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TECHM,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TECHM,pro,P6,Positive earnings per share indicate profitable operations.,75
TECHM,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TECHM,pro,P10,A positive asset base provides capacity to support future business growth.,70
TECHM,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TECHM,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
TECHM,con,C6,Low operating margin indicates weak profitability.,78
TECHM,con,C10,Dividend payout ratio above 100% may indicate distributions exceeding reported earnings.,90
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TITAN,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TITAN,pro,P6,Positive earnings per share indicate profitable operations.,75
TITAN,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TITAN,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TITAN,pro,P10,A positive asset base provides capacity to support future business growth.,70
TITAN,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TITAN,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TITAN,con,C1,Debt-to-equity ratio of 2.22 is elevated and warrants monitoring.,90
TITAN,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
TORNTPHARM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TORNTPHARM,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TORNTPHARM,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
TORNTPHARM,pro,P6,Positive earnings per share indicate profitable operations.,75
TORNTPHARM,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TORNTPHARM,pro,P10,A positive asset base provides capacity to support future business growth.,70
TORNTPHARM,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TORNTPHARM,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TRENT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TRENT,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
TRENT,pro,P6,Positive earnings per share indicate profitable operations.,75
TRENT,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TRENT,pro,P10,A positive asset base provides capacity to support future business growth.,70
TRENT,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TRENT,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
TVSMOTOR,pro,P6,Positive earnings per share indicate profitable operations.,75
TVSMOTOR,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TVSMOTOR,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TVSMOTOR,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
TVSMOTOR,pro,P10,A positive asset base provides capacity to support future business growth.,70
TVSMOTOR,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
TVSMOTOR,con,C2,Negative free cash flow raises concern about cash generation quality.,85
TVSMOTOR,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
ABB,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ADANIPORTS,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ADANIPOWER,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
APOLLOHOSP,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ASIANPAINT,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ATGL,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
BAJAJ-AUTO,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
BAJAJHLDNG,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
BOSCHLTD,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
BRITANNIA,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
DIVISLAB,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
DRREDDY,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
EICHERMOT,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
GAIL,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
HCLTECH,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
HEROMOTOCO,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
HINDUNILVR,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ICICIGI,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
INFY,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
IOC,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
IRCTC,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
ITC,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
MARUTI,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
NTPC,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
PIDILITIND,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
SHREECEM,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
SIEMENS,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
SUNPHARMA,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
TATAMOTORS,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
TORNTPHARM,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
TRENT,con,C_FALLBACK,"The company should continue to be monitored across profitability, leverage and cash-flow indicators.",65
